,DOI
765,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.33
766,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.53
767,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.227
768,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0398
769,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0044
770,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.3.115.18025
771,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.4.122.18076
772,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.1.91.17983
773,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.1.88.17984
774,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.2.94.18251
775,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.3.50.18330
776,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.1.50.17989
777,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.2.35.18252
778,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.2.1.18472
779,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.3.112.18502
780,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.2.61.18474
781,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.4.25.18513
782,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.1.1.18596
783,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.1.28.24032
784,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.3.1.34768
785,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.186.42731
786,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.2.1.27786
787,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.264
788,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.262
789,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.2.97.60757
790,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.194
791,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.108
792,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0125
793,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.4.17.18077
794,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.1.103.18131
795,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.3.34.18334
796,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.2.123.18610
797,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.3.47.18659
798,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.16.42726
799,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.1.32.55512
800,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.3.80.66360
801,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.103
802,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.92
803,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.3.66
804,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.5.80
805,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0219
806,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0415
807,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0007
808,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.56
809,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.1.15.18449
810,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.4.29
811,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.4.125
812,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0212
813,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.47.42722
814,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.3.34.18030
815,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.4.44
816,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.4.7.18515
817,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0501
818,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0182
819,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0300
820,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.1.73.24037
821,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.103
822,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0206
823,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.1.17.17990
824,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.5.90
825,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2006.70.1.50
826,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.1.1
827,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.58
828,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.5.018
829,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.3.080
830,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.3.048
831,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.058
832,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.3.48
833,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.3.80
834,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.5.18
835,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.74
836,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.3.1.18033
837,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.32
838,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2006.70.1.107
839,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.2.81
840,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.1.24
841,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.1.16
842,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.1
843,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.70
844,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2006.70.1.3
845,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.75
846,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.032
847,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.001
848,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.2.081
849,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.070
850,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.075
851,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.035
852,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.1.024
853,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.1.065
854,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.1.107.qxd
855,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.2.61
856,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.1.016
857,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.1.003.qxd
858,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.2.018
859,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.2.81.18255
860,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.172.42723
861,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.5.001
862,https://journals.sagepub.com/doi/pdf/10.1509/jm.17.0195
863,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0179
864,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0140
865,https://journals.sagepub.com/doi/pdf/10.1509/jm.17.0328
866,https://journals.sagepub.com/doi/pdf/10.1509/jm.17.0002
867,https://journals.sagepub.com/doi/pdf/10.1509/jm.17.0113
868,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.5.001
869,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0395
870,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.35
871,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.2.18
872,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.2.121
873,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.1.95.55510
874,https://journals.sagepub.com/doi/pdf/10.1509/jm.74.2.40
875,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.1.16
876,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.89
877,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.2.1
878,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.3.65
879,https://journals.sagepub.com/doi/pdf/10.1509/jm.74.2.1
880,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.5.1
881,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.2.90
882,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.16
883,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.3.19.66363
884,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.2.76.18609
885,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.2.36
886,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.1.034.qxd
887,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.39
888,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.001
889,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.3.86
890,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.1.65
891,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.1
892,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.47
893,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.3.065
894,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.016
895,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.1.1
896,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.2.133
897,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0481
898,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0276
899,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0511
900,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0113
901,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0124
902,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0268
903,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0121
904,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0200
905,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0346
906,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0250
907,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0150
908,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0476
909,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0247
910,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0536
911,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0510
912,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0335
913,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0365
914,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0297
915,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0048
916,https://journals.sagepub.com/doi/pdf/10.1509/jm.17.0277
917,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0169
918,https://journals.sagepub.com/doi/pdf/10.1509/jm.82.43
919,https://journals.sagepub.com/doi/pdf/10.1509/jm.17.0279
920,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0269
921,https://journals.sagepub.com/doi/pdf/10.1509/jm.82.41
922,https://journals.sagepub.com/doi/pdf/10.1509/jm.82.42
923,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.1.109
924,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.2.20
925,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.1
926,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.4.81
927,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.1.050.qxd
928,https://journals.sagepub.com/doi/pdf/10.1509/jm.74.2.90
929,https://journals.sagepub.com/doi/pdf/10.1509/jm.17.0208
930,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0267
931,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0339
932,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0420
933,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.074
934,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.1.42733
935,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.001
936,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.1
937,https://journals.sagepub.com/doi/pdf/10.1509/jm.74.2.20
938,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.1.109
939,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.1.1.24036
940,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.198
941,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.1.63.18595
942,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.37
943,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.089
944,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.3.14
945,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.136
946,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.001
947,https://journals.sagepub.com/doi/pdf/10.1509/jm.17.0100
948,https://journals.sagepub.com/doi/pdf/10.1509/jm.17.0276
949,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.5.98
950,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0485
951,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0368
952,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.3.52
953,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.1.27
954,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.1.027
955,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.3.052
956,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.2.19.18608
